Gene,Label,Annos,Score,Background Score,Num pos pairs,Precision,Recall,False Positive Rate
YNL243W,-1,-/-,-528.0488588809967,-19353.401917219162,106,0.12678421494542402,0.5171232876712328,0.22593960460569193
YBR234C,-1,+/-,-528.1528162956238,-19872.063798189163,105,0.1266778523489933,0.5171232876712328,0.2261568542255051
YGL067W,-1,-/-,-528.154815196991,-19357.329718589783,106,0.12657166806370496,0.5171232876712328,0.22637410384531828
YDR055W,-1,-/-,-528.2982935905457,-20230.454929351807,106,0.12646566164154105,0.5171232876712328,0.22659135346513143
YPR008W,-1,-/-,-528.3273043632507,-20491.452389359474,106,0.12635983263598327,0.5171232876712328,0.2268086030849446
YNL219C,-1,-/-,-528.393812417984,-19305.46191883087,106,0.1262541806020067,0.5171232876712328,0.22702585270475778
YMR026C,-1,-/-,-528.5994307994843,-20477.26912868023,106,0.1261487050960735,0.5171232876712328,0.22724310232457093
YPL020C,-1,-/-,-528.6893625259399,-20447.54037618637,106,0.12604340567612687,0.5171232876712328,0.2274603519443841
YML126C,-1,-/-,-528.7484366893768,-21470.693621873856,106,0.12593828190158465,0.5171232876712328,0.22767760156419725
YFL007W,-1,0/-,-528.7930410504341,-33062.109135091305,424,0.12583333333333332,0.5171232876712328,0.22789485118401043
YPL085W,-1,-/-,-528.8154017925262,-19275.469967126846,106,0.1257285595337219,0.5171232876712328,0.2281121008038236
YIR037W,-1,-/-,-528.825403213501,-20659.769667625427,106,0.12562396006655574,0.5171232876712328,0.22832935042363675
YGL197W,-1,0/-,-528.9083225727081,-33345.91644769907,424,0.1255195344970906,0.5171232876712328,0.22854660004344993
YHR191C,-1,-/-,-528.948810338974,-20525.890542268753,106,0.12541528239202657,0.5171232876712328,0.2287638496632631
YHR141C,-1,0/-,-529.047112941742,-33052.79073548317,424,0.12531120331950207,0.5171232876712328,0.22898109928307625
YLR148W,-1,-/-,-529.1585545539856,-20019.77753508091,106,0.1252072968490879,0.5171232876712328,0.22919834890288943
YAL034W-A,-1,-/-,-529.2154576778412,-19776.52913570404,106,0.1251035625517813,0.5171232876712328,0.22941559852270257
YHR047C,0,0/0,-529.2244889736176,-32792.25147044659,424,0.1251035625517813,0.5171232876712328,0.22941559852270257
YOL051W,-1,-/-,-529.273380279541,-19414.65341091156,106,0.125,0.5171232876712328,0.22963284814251575
YML034W,-1,-/-,-529.3483669757843,-19819.11969089508,106,0.12489660876757651,0.5171232876712328,0.22985009776232893
YEL061C,-1,-/-,-529.4144372940063,-19795.135168790817,106,0.12479338842975207,0.5171232876712328,0.23006734738214207
YDL005C,-1,-/-,-529.4874770641327,-20207.237959861755,106,0.12469033856317094,0.5171232876712328,0.23028459700195525
