Used Modern Datasets
Initialized Expression Datasets
Initialized Localization Data
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/Modern_phys_gene/Original_glpx_b_466x25000x53_lr0.01_batch50_Train_/
./Yeast Resources/Pairwise/Spell/Modern_phys_gene/Original_glpx_b_466x25000x53_lr0.01_batch50_Test_/
100 Batch Cumulative Loss: 14.182898483704776
Time for 100 Batches: 1.44535786708196
100 Batch Cumulative Loss: 12.886269505230302
Time for 100 Batches: 1.4600561022758485
100 Batch Cumulative Loss: 14.69215628458187
Time for 100 Batches: 1.4636415441830952
100 Batch Cumulative Loss: 13.032323867664672
Time for 100 Batches: 1.4724511822064719
100 Batch Cumulative Loss: 14.450879705080297
Time for 100 Batches: 1.458747430642446
100 Batch Cumulative Loss: 12.792972516617738
Time for 100 Batches: 1.4629049022992453
100 Batch Cumulative Loss: 14.876747886301018
Time for 100 Batches: 1.4491257945696512
100 Batch Cumulative Loss: 13.147689646382787
Time for 100 Batches: 1.4765710433324177
100 Batch Cumulative Loss: 13.937580609373981
Time for 100 Batches: 1.4602789402008056
100 Batch Cumulative Loss: 12.603739058955398
Time for 100 Batches: 1.4762179970741272
100 Batch Cumulative Loss: 13.496056216763463
Time for 100 Batches: 1.4604405760765076
100 Batch Cumulative Loss: 11.356471941340715
Time for 100 Batches: 1.4524594346682231
100 Batch Cumulative Loss: 13.244651076889568
Time for 100 Batches: 1.4710739096005758
100 Batch Cumulative Loss: 12.568625296752998
Time for 100 Batches: 1.4579864621162415
100 Batch Cumulative Loss: 14.700416985317133
Time for 100 Batches: 1.461955734093984
100 Batch Cumulative Loss: 13.9113696521149
Time for 100 Batches: 1.4485199371973674
100 Batch Cumulative Loss: 12.072703508485574
Time for 100 Batches: 1.485067037741343
100 Batch Cumulative Loss: 11.937738730674027
Time for 100 Batches: 1.4579930941263834
100 Batch Cumulative Loss: 13.540279441745952
Time for 100 Batches: 1.446676508585612
100 Batch Cumulative Loss: 13.084594242850471
Time for 100 Batches: 1.4515158851941428
100 Batch Cumulative Loss: 13.526587371139613
Time for 100 Batches: 1.4458783348401387
100 Batch Cumulative Loss: 13.977785770548508
Time for 100 Batches: 1.4516703406969707
100 Batch Cumulative Loss: 11.21525981213199
Time for 100 Batches: 1.4518091996510825
100 Batch Cumulative Loss: 11.916910086991265
Time for 100 Batches: 1.467237929503123
100 Batch Cumulative Loss: 13.205054062884301
Time for 100 Batches: 1.4739405194918314
100 Batch Cumulative Loss: 13.623553602257743
Time for 100 Batches: 1.4553286870320639
100 Batch Cumulative Loss: 13.204012103911737
Time for 100 Batches: 1.4579292416572571
100 Batch Cumulative Loss: 14.828532458406698
Time for 100 Batches: 1.4578511794408162
100 Batch Cumulative Loss: 15.74649383884389
Time for 100 Batches: 1.463287095228831
100 Batch Cumulative Loss: 12.110790486476617
Time for 100 Batches: 1.480299989382426
100 Batch Cumulative Loss: 12.975757786189206
